Day (2011),Borehole 4 (m),Borehole 6 (m),Borehole 7 (m),FOXX velocity (m/a),FOXX bed seperation (m),Temperature (*C),FOXX  Moulin Dday,FOXX moulin (m)
140.385416666667,NaN,NaN,NaN,84.0281711406541,-0.00192932322257865,-8.18399967994879,199.145833333372,NaN
140.395833333333,NaN,NaN,NaN,83.5872380360393,-0.00185772667789194,-8.04399712107486,199.149305555504,NaN
140.40625,NaN,NaN,NaN,83.8707049633241,-0.00178932549780591,-7.89799712107486,199.152777777752,NaN
140.416666666667,NaN,NaN,NaN,84.0420951901535,-0.00169722556987624,-7.74200032005121,199.15625,NaN
140.427083333333,NaN,NaN,NaN,84.3009774084163,-0.00166291826168583,-7.58000128020483,199.159722222248,NaN
140.4375,NaN,NaN,NaN,84.3000645227105,-0.00156122807687201,-7.41400096015362,199.163194444496,NaN
140.447916666667,NaN,NaN,NaN,84.0237702533516,-0.00137263187509901,-7.23799903984638,199.166666666628,NaN
140.458333333333,NaN,NaN,NaN,83.607852193137,-0.00125252640207122,-7.04599584056288,199.170138888876,NaN
140.46875,NaN,NaN,NaN,83.6791786692308,-0.0010497275888877,-6.84199712015342,199.173611111124,NaN
140.479166666667,NaN,NaN,NaN,84.0138334987156,-0.000879471566053964,-6.6339996793345,199.177083333372,NaN
140.489583333333,NaN,NaN,NaN,83.5080584711294,-0.00077083932348827,-6.42199967994879,199.180555555504,NaN
140.5,NaN,NaN,NaN,83.7320862216397,-0.000672500914514387,-6.20799871979517,199.184027777752,NaN
140.510416666667,NaN,NaN,NaN,83.551954234317,-0.00045608323580059,-5.99599807969275,199.1875,NaN
140.520833333333,NaN,NaN,NaN,83.796185053494,-0.000373785270294417,-5.77999935928329,199.190972222248,NaN
140.53125,NaN,NaN,NaN,83.9447347212221,-0.00032036533866316,-5.5680012786691,199.194444444496,NaN
140.541666666667,NaN,NaN,NaN,83.7052384346753,-0.000268371256474827,-5.36599999907856,199.197916666628,NaN
140.552083333333,NaN,NaN,NaN,83.6366280718086,-0.000215063199074654,-5.16399903984638,199.201388888876,NaN
140.5625,NaN,NaN,NaN,83.976874982645,-0.000214671316357901,-4.96599743959034,199.204861111124,NaN
140.572916666667,NaN,NaN,NaN,84.1133070372572,-0.000291187485343129,-4.77599711953913,199.208333333372,NaN
140.583333333333,NaN,NaN,NaN,84.3363060442531,-0.000405675941496552,-4.59600031943692,199.211805555504,NaN
140.59375,NaN,NaN,NaN,84.4848211120938,-0.000462471040281309,-4.43200287861799,199.215277777752,NaN
140.604166666667,NaN,NaN,NaN,84.3514857506797,-0.000450629015204471,-4.28000159902746,199.21875,NaN
140.614583333333,NaN,NaN,NaN,84.6379283678593,-0.000507641142999185,-4.14399775964155,199.222222222248,NaN
140.625,NaN,NaN,NaN,84.9988638691972,-0.0005268232332242,-4.02399647943672,199.225694444496,NaN
140.635416666667,NaN,NaN,NaN,84.941195267344,-0.000673364873729064,-3.89399359897585,199.229166666628,NaN
140.645833333333,NaN,NaN,NaN,85.1970482716061,-0.000774849253019717,-3.76199104102336,199.232638888876,NaN
140.65625,NaN,NaN,NaN,85.1302612221859,-0.000883030160943238,-3.6299942399997,199.236111111124,NaN
140.666666666667,NaN,NaN,NaN,84.8072287480367,-0.000996585856332288,-3.49199935836186,199.239583333372,NaN
140.677083333333,NaN,NaN,NaN,84.33347690803,-0.00115247272066028,-3.38799231877102,199.243055555504,NaN
140.6875,NaN,NaN,NaN,83.9138249188731,-0.0012162176013054,-3.3139913586174,199.246527777752,NaN
140.697916666667,NaN,NaN,NaN,84.0540131081831,-0.0012990683041967,-3.25599295887344,199.25,NaN
140.708333333333,NaN,NaN,NaN,84.8207698814562,-0.00135578447516201,-3.21999423938541,199.253472222248,NaN
140.71875,NaN,NaN,NaN,84.5804162699868,-0.00147246121620273,-3.19399679856649,199.256944444496,NaN
140.729166666667,NaN,NaN,NaN,84.2934998129317,-0.00153031511762528,-3.17399743836176,199.260416666628,NaN
140.739583333333,NaN,NaN,NaN,84.5526269238346,-0.00149874450344433,-3.16799391902706,199.263888888876,NaN
140.75,NaN,NaN,NaN,84.3412974068584,-0.00149003332510014,-3.17599263882223,199.267361111124,NaN
140.760416666667,NaN,NaN,NaN,84.118638710573,-0.00150970138991422,-3.19999391902706,199.270833333372,NaN
140.770833333333,NaN,NaN,NaN,84.4530183244462,-0.00149042889361271,-3.23599519892474,199.274305555504,NaN
140.78125,NaN,NaN,NaN,83.8499709727013,-0.00139272784268446,-3.2779939193342,199.277777777752,NaN
140.791666666667,NaN,NaN,NaN,83.8755261827578,-0.00129703487877837,-3.31799327953894,199.28125,NaN
140.802083333333,NaN,NaN,NaN,84.0942216332768,-0.00114978389255775,-3.37199167866861,199.284722222248,NaN
140.8125,NaN,NaN,NaN,83.6488617769242,-0.000998189803072331,-3.44999071851499,199.288194444496,NaN
140.822916666667,NaN,NaN,NaN,83.0601086631043,-0.000787626376273418,-3.54199199871981,199.291666666628,NaN
140.833333333333,NaN,NaN,NaN,82.8192278178359,-0.000496818024629513,-3.64399359836156,199.295138888876,NaN
140.84375,NaN,NaN,NaN,82.9330191432346,-0.000274731702555427,-3.75199231877102,199.298611111124,NaN
140.854166666667,NaN,NaN,NaN,82.8516638952567,-0.000162660598487789,-3.85999103918048,199.302083333372,NaN
140.864583333333,NaN,NaN,NaN,83.444226457503,-0.0000436526966394041,-3.97599039846378,199.305555555504,NaN
140.875,NaN,NaN,NaN,83.9593906032455,0.0000393147344127758,-4.09599167866861,199.309027777752,NaN
140.885416666667,NaN,NaN,NaN,84.2511841324898,0.00000187975267456827,-4.2059913586174,199.3125,NaN
140.895833333333,NaN,NaN,NaN,84.9041405734287,-0.0000139997631127611,-4.33199167989719,199.315972222248,NaN
140.90625,NaN,NaN,NaN,85.2611547387569,-0.000141005552982874,-4.46799679825934,199.319444444496,NaN
140.916666666667,NaN,NaN,NaN,85.8443604878741,-0.000252831751646015,-4.61199935744042,199.322916666628,NaN
140.927083333333,NaN,NaN,NaN,85.955486695123,-0.00026367195351331,-4.80198943831016,199.326388888876,NaN
140.9375,NaN,NaN,NaN,86.6879568772102,-0.000309037552456724,-4.99799327892464,199.329861111124,NaN
140.947916666667,NaN,NaN,NaN,87.1309621627717,-0.00039277635736925,-5.17999487918068,199.333333333372,NaN
140.958333333333,NaN,NaN,NaN,87.31462893007,-0.000501639709818119,-5.3619983972868,199.336805555504,NaN
140.96875,NaN,NaN,NaN,87.9757848299959,-0.000562752608664528,-5.54999903708207,199.340277777752,NaN
140.979166666667,NaN,NaN,NaN,88.7369437715443,-0.000658710088749487,-5.75599391871991,199.34375,NaN
140.989583333333,NaN,NaN,NaN,89.2182102212656,-0.000671789306973675,-5.97999071851499,199.347222222248,NaN
141,NaN,NaN,NaN,89.4141668069015,-0.000683073337397526,-6.21399167866861,199.350694444496,NaN
141.010416666667,NaN,NaN,NaN,89.9317170061382,-0.000791444855347698,-6.44999295887344,199.354166666628,NaN
141.020833333333,NaN,NaN,NaN,89.8500300152263,-0.000852129995538152,-6.68599359805442,199.357638888876,NaN
141.03125,NaN,NaN,NaN,90.7519051196043,-0.000944860002581399,-6.91999295825915,199.361111111124,NaN
141.041666666667,NaN,NaN,NaN,90.8731093521027,-0.00110668847097984,-7.15799103887334,199.364583333372,NaN
141.052083333333,NaN,NaN,NaN,90.9921922267667,-0.00135947696316679,-7.38599295887344,199.368055555504,NaN
141.0625,NaN,NaN,NaN,90.911466253675,-0.00157287219177159,-7.5879958393343,199.371527777752,NaN
141.072916666667,NaN,NaN,NaN,90.9994388942637,-0.0018057888009539,-7.78399775964155,199.375,NaN
141.083333333333,NaN,NaN,NaN,91.1426593901126,-0.00212109823830327,-7.98399200086983,199.378472222248,NaN
141.09375,NaN,NaN,NaN,90.7559041591101,-0.0024635165983957,-8.16199072127929,199.381944444496,NaN
141.104166666667,NaN,NaN,NaN,90.8164243821865,-0.00270054577776113,-8.32199519984618,199.385416666628,NaN
141.114583333333,NaN,NaN,NaN,89.2317874394819,-0.00297843755723456,-8.48999455912947,199.388888888876,NaN
141.125,NaN,NaN,NaN,88.2507575324257,-0.00324200142267674,-8.65799647943672,199.392361111124,NaN
141.135416666667,NaN,NaN,NaN,87.4753724638562,-0.00334002897376146,-8.8099958393343,199.395833333372,NaN
141.145833333333,NaN,NaN,NaN,86.535499200616,-0.00331986081682354,-8.95999871856659,199.399305555504,NaN
141.15625,NaN,NaN,NaN,85.6331368191825,-0.00321700810273676,-9.12000127774767,199.402777777752,NaN
141.166666666667,NaN,NaN,NaN,84.9995050567544,-0.0031726167131639,-9.29599871856659,199.40625,NaN
141.177083333333,NaN,NaN,NaN,84.9505548573862,-0.00314524998972154,-9.4819958393343,199.409722222248,NaN
141.1875,NaN,NaN,NaN,84.2324469291028,-0.00329077798973483,-9.64000064010241,199.413194444496,NaN
141.197916666667,NaN,NaN,NaN,83.2929758537943,-0.00343503341119472,-9.78000256040966,199.416666666628,NaN
141.208333333333,NaN,NaN,NaN,82.2382227435685,-0.00350993253562217,-9.92200159994889,199.420138888876,NaN
141.21875,NaN,NaN,NaN,80.8387641602647,-0.00365594346025323,-10.0559964815867,199.423611111124,NaN
141.229166666667,NaN,NaN,NaN,79.4444556212046,-0.00371247432269431,-10.1759958417915,199.427083333372,NaN
141.239583333333,NaN,NaN,NaN,78.8259692398792,-0.00384365782999695,-10.2800009601536,199.430555555504,NaN
141.25,NaN,NaN,NaN,78.4201673138364,-0.00390269571149341,-10.3680035205633,199.434027777752,NaN
141.260416666667,NaN,NaN,NaN,77.8932063805326,-0.00392326349232371,-10.4300019203072,199.4375,NaN
141.270833333333,NaN,NaN,NaN,76.6391403941594,-0.00384733428781196,-10.4739993605119,199.440972222248,NaN
141.28125,NaN,NaN,NaN,75.8773269862851,-0.00380417150718661,-10.5059974411261,199.444444444496,NaN
141.291666666667,NaN,NaN,NaN,75.6636739640854,-0.00365631855334457,-10.5279987207166,199.447916666628,NaN
141.302083333333,NaN,NaN,NaN,75.3434538718374,-0.00347586776746704,-10.5360019203072,199.451388888876,NaN
141.3125,NaN,NaN,NaN,75.5289831203292,-0.00329787650559721,-10.5440006401024,199.454861111124,NaN
141.322916666667,NaN,NaN,NaN,75.8400223538875,-0.00309303528296867,-10.5519993598976,199.458333333372,NaN
141.333333333333,NaN,NaN,NaN,75.7269278933007,-0.00284634947087031,-10.5399967997951,199.461805555504,NaN
141.34375,NaN,NaN,NaN,75.9007247838227,-0.00260712667565178,-10.514001278362,199.465277777752,NaN
141.354166666667,NaN,NaN,NaN,76.0568262908832,-0.00234767334755918,-10.5000019181572,199.46875,NaN
141.364583333333,NaN,NaN,NaN,76.7676415713901,-0.00199791319436189,-10.4919987197952,199.472222222248,NaN
141.375,NaN,NaN,NaN,77.1044775739568,-0.00165632743189028,-10.4640006401024,199.475694444496,NaN
141.385416666667,NaN,NaN,NaN,77.6435476943098,-0.00129418994595963,-10.4139990398464,199.479166666628,NaN
141.395833333333,NaN,NaN,NaN,77.8166975347791,-0.00105210066342189,-10.3579964809724,199.482638888876,NaN
141.40625,NaN,NaN,NaN,78.4725626954267,-0.000728177400409563,-10.2959939217914,199.486111111124,NaN
141.416666666667,NaN,NaN,NaN,78.941522500566,-0.000398773845866521,-10.2159971207677,199.489583333372,NaN
141.427083333333,NaN,NaN,NaN,79.464472380148,-0.0000514728837848755,-10.1180012802048,199.493055555504,NaN
141.4375,NaN,NaN,NaN,80.0951654575771,0.000441139825441819,-10.008001600256,199.496527777752,NaN
141.447916666667,NaN,NaN,NaN,80.604654753789,0.00100530043149702,-9.90000224035845,199.5,NaN
141.458333333333,NaN,NaN,NaN,81.2337390847898,0.00158715503496385,-9.78399520168905,199.503472222248,NaN
141.46875,NaN,NaN,NaN,82.9473964792247,0.00226340126111348,-9.63999456189378,199.506944444496,NaN
141.479166666667,NaN,NaN,NaN,84.6762689220245,0.00288735667224052,-9.47799968025594,199.510416666628,NaN
141.489583333333,NaN,NaN,NaN,85.8868082733012,0.00346272190313628,-9.30600160025604,199.513888888876,NaN
141.5,NaN,NaN,NaN,87.2420106252835,0.00404565740687711,-9.12600160025604,199.517361111124,NaN
141.510416666667,NaN,NaN,NaN,88.2816801373992,0.00470760054250594,-8.936,199.520833333372,NaN
141.520833333333,NaN,NaN,NaN,89.6051376427024,0.00528067102630509,-8.74599968087023,199.524305555504,NaN
141.53125,NaN,NaN,NaN,89.7570092729466,0.00588133124283734,-8.56000096046077,199.527777777752,NaN
141.541666666667,NaN,NaN,NaN,89.8411141454053,0.00651730939905437,-8.37200287984657,199.53125,NaN
141.552083333333,NaN,NaN,NaN,89.4868066023593,0.00721907858921164,-8.17800320051207,199.534722222248,NaN
141.5625,NaN,NaN,NaN,89.7138436980481,0.00793719947268626,-7.98200192030724,199.538194444496,NaN
141.572916666667,NaN,NaN,NaN,90.1712335205811,0.00865534792713771,-7.78800096015362,199.541666666628,NaN
141.583333333333,NaN,NaN,NaN,90.1853815437875,0.00936228777979654,-7.59599776179157,199.545138888876,NaN
141.59375,NaN,NaN,NaN,90.404921359283,0.0102079304585895,-7.39799840158684,199.548611111124,NaN
141.604166666667,NaN,NaN,NaN,90.3689181050579,0.011007482908374,-7.18800288015372,199.552083333372,NaN
141.614583333333,NaN,NaN,NaN,90.5191964728693,0.0117981540034835,-6.97200352056328,199.555555555504,NaN
141.625,NaN,NaN,NaN,90.2887229924913,0.0125922946153653,-6.75600224035845,199.559027777752,NaN
141.635416666667,NaN,NaN,NaN,90.2217806667361,0.0133147964091333,-6.54600192030724,199.5625,NaN
141.645833333333,NaN,NaN,NaN,90.4165641734995,0.0139922114960711,-6.34400288076801,199.565972222248,NaN
141.65625,NaN,NaN,NaN,90.1436824763722,0.0145519641512957,-6.15000607974436,199.569444444496,NaN
141.666666666667,NaN,NaN,NaN,89.4962616622422,0.0150621610190756,-5.96400671953963,199.572916666628,NaN
141.677083333333,NaN,NaN,NaN,88.862529009648,0.0153889357262809,-5.79200288046087,199.576388888876,NaN
141.6875,NaN,NaN,NaN,88.0762162698748,0.0157545941615139,-5.63400128020483,199.579861111124,NaN
141.697916666667,NaN,NaN,NaN,87.8193680851957,0.0161343417196032,-5.49200224035845,199.583333333372,NaN
141.708333333333,NaN,NaN,NaN,87.4215121398955,0.0163999766904768,-5.35199712168915,199.586805555504,NaN
141.71875,NaN,NaN,NaN,85.6553886335726,0.0165590677829649,-5.19400224005131,199.590277777752,NaN
141.729166666667,NaN,NaN,NaN,83.5430631985163,0.0166966793083167,-5.03800671861819,199.59375,NaN
141.739583333333,NaN,NaN,NaN,81.7836319281536,0.0168114994589465,-4.908,199.597222222248,NaN
141.75,NaN,NaN,NaN,79.7445076127341,0.0168199898983908,-4.79599871979517,199.600694444496,NaN
141.760416666667,NaN,NaN,NaN,78.6968085715885,0.0167051294979208,-4.68999839974396,199.604166666628,NaN
141.770833333333,NaN,NaN,NaN,78.3111974541594,0.0164908093083016,-4.59200383877162,199.607638888876,NaN
141.78125,NaN,NaN,NaN,77.8325415253363,0.0162346073749233,-4.51600575815742,199.611111111124,NaN
141.791666666667,NaN,NaN,NaN,78.4350350189967,0.0158232908939404,-4.45800191938581,199.614583333372,NaN
141.802083333333,NaN,NaN,NaN,79.9715855284583,0.0153432805949997,-4.41799807969275,199.618055555504,NaN
141.8125,NaN,NaN,NaN,80.0661907235112,0.0147522382607723,-4.39999647943672,199.621527777752,NaN
141.822916666667,NaN,NaN,NaN,79.0264579581751,0.0141429416769758,-4.39199647943672,199.625,NaN
141.833333333333,NaN,NaN,NaN,78.8415378650821,0.0135608164268525,-4.38999807938561,199.628472222248,NaN
141.84375,NaN,NaN,NaN,78.9255485355935,0.0128195585963616,-4.3960025579525,199.631944444496,544.856621659962
141.854166666667,NaN,NaN,NaN,78.6594710265535,0.0120282806455921,-4.41800191815723,199.635416666628,545.923164951048
141.864583333333,NaN,NaN,NaN,78.5486582869017,0.0112503341564783,-4.45999647943672,199.638888888876,548.075826214434
141.875,NaN,NaN,NaN,78.8796368990682,0.0103791031625487,-4.51599519923189,199.642361111124,549.137739529761
141.885416666667,NaN,NaN,NaN,78.8147945267829,0.00948745711620875,-4.58999679948793,199.645833333372,551.276526473159
141.895833333333,NaN,NaN,NaN,79.3783663937176,0.00865313693444615,-4.67599839912967,199.649305555504,553.41469370552
141.90625,NaN,NaN,NaN,79.222230320244,0.00776963116399489,-4.76799903892494,199.652777777752,555.56354259089
141.916666666667,NaN,NaN,NaN,79.2543908426167,0.00699916068375082,-4.8659977593344,199.65625,557.714672831479
141.927083333333,NaN,NaN,NaN,78.9931996178905,0.00640565372573329,-4.98399423907827,199.659722222248,558.78053636225
141.9375,NaN,NaN,NaN,79.6223910187697,0.00577305345096551,-5.11599487918068,199.663194444496,559.829042061556
141.947916666667,NaN,NaN,NaN,79.8534468595224,0.0050219581972329,-5.25199615938551,199.666666666628,560.880598891572
141.958333333333,NaN,NaN,NaN,79.9380222019528,0.00429217720760215,-5.38999455943662,199.670138888876,563.003537661372
141.96875,NaN,NaN,NaN,80.5626968976888,0.00367292567059051,-5.51999903800351,199.673611111124,564.077791995606
141.979166666667,NaN,NaN,NaN,81.4214978107729,0.00306892829357554,-5.66199967779877,199.677083333372,565.15108884702
141.989583333333,NaN,NaN,NaN,81.810895134544,0.0025764853152818,-5.80999647943672,199.680555555504,566.20704452105
142,NaN,NaN,NaN,82.6627340896942,0.00216841506872374,-5.93999807969276,199.684027777752,567.268049681905
142.010416666667,NaN,NaN,NaN,82.8746390485632,0.00175725474418316,-6.06999967994879,199.6875,569.397762894637
142.020833333333,NaN,NaN,NaN,82.9380756329723,0.00153155492626901,-6.21200063979527,199.690972222248,570.472016386048
142.03125,NaN,NaN,NaN,83.656510946696,0.0012871682430056,-6.35799680102365,199.694444444496,571.525361415321
142.041666666667,NaN,NaN,NaN,83.3426431412904,0.00108537590735747,-6.49399616122838,199.697916666628,572.598781116972
142.052083333333,NaN,NaN,NaN,82.9071420820914,0.000870425407056737,-6.62199935989758,199.701388888876,573.676162504947
142.0625,NaN,NaN,NaN,82.4457234485991,0.000727484827113836,-6.74200128020483,199.704861111124,574.719965037648
142.072916666667,NaN,NaN,NaN,82.919420266371,0.000617734821910979,-6.85000128020483,199.708333333372,575.778878463002
142.083333333333,NaN,NaN,NaN,82.9743359166757,0.000418352784838094,-6.9580019200001,199.711805555504,576.843299466351
142.09375,NaN,NaN,NaN,82.7656713973938,0.000273006524862694,-7.06800128020483,199.715277777752,576.828372064476
142.104166666667,NaN,NaN,NaN,83.0790287079061,0.000201842003933701,-7.17800064040956,199.71875,577.891715101685
142.114583333333,NaN,NaN,NaN,82.8144871700037,0.000111502038680524,-7.29999903984638,199.722222222248,578.960557088676
142.125,NaN,NaN,NaN,82.4801471424601,0.0000518099143480486,-7.43,199.725694444496,580.016095427523
142.135416666667,NaN,NaN,NaN,82.6373291173942,0.0000343670507545468,-7.55800064010241,199.729166666628,581.065127113159
142.145833333333,NaN,NaN,NaN,82.0188252445805,0.000108547451110295,-7.67999903984638,199.732638888876,582.124800130629
142.15625,NaN,NaN,NaN,82.0190945946933,0.000187373970135782,-7.79199776025584,199.736111111124,583.189397741088
142.166666666667,NaN,NaN,NaN,82.0338926355977,0.000269225042878817,-7.89999776025584,199.739583333372,584.243443219339
142.177083333333,NaN,NaN,NaN,82.5973444744121,0.000385702680327019,-8.01799679948793,199.743055555504,584.23662700904
142.1875,NaN,NaN,NaN,82.5883753437442,0.000368957730728481,-8.13199967994879,199.746527777752,585.3030292064
142.197916666667,NaN,NaN,NaN,82.7044231846733,0.000422833956203489,-8.22799967994879,199.75,586.365837969241
142.208333333333,NaN,NaN,NaN,82.9486786014387,0.000544189848309125,-8.3159996793345,199.753472222248,586.364090182981
142.21875,NaN,NaN,NaN,83.0743107631907,0.000554465100181589,-8.40000031912977,199.756944444496,587.416249122928
142.229166666667,NaN,NaN,NaN,83.1707443498632,0.000604922563640205,-8.48999903953923,199.760416666628,588.4821078949
142.239583333333,NaN,NaN,NaN,83.3894102241335,0.000577752538463851,-8.57799903984638,199.763888888876,588.494216632847
142.25,NaN,NaN,NaN,83.8590375161843,0.000468799392417008,-8.66999775964155,199.767361111124,589.52755115615
142.260416666667,NaN,NaN,NaN,84.1358091827311,0.000421483213827623,-8.76999775964155,199.770833333372,589.529241695993
142.270833333333,NaN,NaN,NaN,83.7199744564188,0.000311783087256629,-8.85999296040916,199.774305555504,590.588964285654
142.28125,NaN,NaN,NaN,83.7957424839861,0.000199922339091857,-8.9299923206139,199.777777777752,590.587091264132
142.291666666667,NaN,NaN,NaN,83.9256117956869,0.000169728536357321,-8.98799551959024,199.78125,591.647734477838
142.302083333333,NaN,NaN,NaN,83.624129414497,0.000177281667915051,-9.02799871979517,199.784722222248,591.633781649139
142.3125,NaN,NaN,NaN,84.0201325258455,0.000164102874208316,-9.04799935989758,199.788194444496,591.644489964888
142.322916666667,NaN,NaN,NaN,84.1174161256009,0.000122864716520968,-9.06199903984638,199.791666666628,591.649752881924
142.333333333333,NaN,NaN,NaN,84.0985982151622,0.000191560355012041,-9.07399903984638,199.795138888876,592.686182467404
142.34375,NaN,NaN,NaN,84.3233352366538,0.000198765939760266,-9.08599840005111,199.798611111124,592.698504812845
142.354166666667,NaN,NaN,NaN,84.2748418253892,0.000265216680876659,-9.09599840005111,199.802083333372,592.701284124175
142.364583333333,NaN,NaN,NaN,84.0662382923783,0.000314596678568389,-9.10399903984638,199.805555555504,592.705034133348
142.375,NaN,NaN,NaN,84.0977036445023,0.000451405936848802,-9.09800128020483,199.809027777752,592.705474541693
142.385416666667,NaN,NaN,NaN,83.8222880062109,0.000568044198385832,-9.05999839974396,199.8125,592.690842845442
142.395833333333,NaN,NaN,NaN,84.0321015111261,0.000589146385739446,-8.99999775964155,199.815972222248,592.697339622005
142.40625,NaN,NaN,NaN,84.278321593151,0.000742376306296685,-8.93599775964154,199.819444444496,592.703294483073
142.416666666667,NaN,NaN,NaN,84.436704196372,0.000806690061167195,-8.87199775964155,199.822916666628,592.704164498897
142.427083333333,NaN,NaN,NaN,84.6313564832273,0.000857799256058604,-8.79999903984638,199.826388888876,592.714022651602
142.4375,NaN,NaN,NaN,84.6270620763004,0.00100755301637926,-8.70600128020483,199.829861111124,592.700058400631
142.447916666667,NaN,NaN,NaN,84.3443138967311,0.0011241172077342,-8.58399903984638,199.833333333372,592.713869133053
142.458333333333,NaN,NaN,NaN,84.1229207842534,0.00126769206610004,-8.44799520107476,199.836805555504,592.709892381467
142.46875,NaN,NaN,NaN,84.4419348415693,0.00143087748603885,-8.29999392148422,199.840277777752,592.699839499681
142.479166666667,NaN,NaN,NaN,84.4514493712699,0.00150873565801467,-8.13599776025584,199.84375,592.70965392226
142.489583333333,NaN,NaN,NaN,84.6026454023926,0.00155970262282474,-7.95800064010241,199.847222222248,591.653943684762
142.5,NaN,NaN,NaN,84.454017167322,0.00170755668891321,-7.774,199.850694444496,591.643765567714
142.510416666667,NaN,NaN,NaN,84.4815440953608,0.00183155569595792,-7.58799903984638,199.854166666628,591.654332081709
142.520833333333,NaN,NaN,NaN,84.983495118249,0.00195577201329939,-7.39599776025584,199.857638888876,591.647354216876
142.53125,NaN,NaN,NaN,84.3590147462388,0.00209493468545913,-7.20000095923218,199.861111111124,590.614688524746
142.541666666667,NaN,NaN,NaN,83.9999948645974,0.00223939622120031,-7.01000223882272,199.864583333372,590.610396305555
